City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
606,Tandalti,SD,80.33,broken clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
607,Poso,ID,77.31,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
609,Sao Filipe,CV,71.29,broken clouds,14.8961,-24.4956,Hotel Xaguate
610,Kuah,MY,78.78,few clouds,6.3265,99.8432,Azio Hotel
613,Jacqueville,CI,78.71,clear sky,5.2052,-4.4146,Hotel Le Martin Pecheur
614,Keti Bandar,PK,72.54,clear sky,24.1447,67.4497,Haji laloo memon house
616,Makakilo City,US,80.92,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
620,Santo Tomas,PH,76.57,overcast clouds,14.1079,121.1414,Microtel by Wyndham Batangas
622,Necochea,AR,67.03,broken clouds,-38.5473,-58.7368,dyd -mar Hotel
623,Bang Mun Nak,TH,79.99,scattered clouds,16.0278,100.3792,NIDA Rooms Phichit 55 Bang Mun Nak
624,Whithorn,JM,78.06,broken clouds,18.2604,-78.0378,Sunset Heal
626,Quirinopolis,BR,73.2,clear sky,-18.4483,-50.4517,Rota Hotéis - Quirinópolis GO
629,Santa Ana,US,67.71,few clouds,33.7456,-117.8678,"Motel 6 Santa Ana, CA"
630,Copperas Cove,US,80.56,overcast clouds,31.1241,-97.9031,Super 8 by Wyndham Copperas Cove
631,Tomatlan,MX,84.72,clear sky,19.9333,-105.25,El Salvial
632,Tocopilla,CL,70.7,broken clouds,-22.092,-70.1979,Hotel Galvarino
635,Port Lincoln,AU,63.72,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
638,Solano,US,68.11,clear sky,38.2333,-121.9511,Westwind Inn
639,Houston,US,81.0,haze,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
641,Bonito,BR,83.44,broken clouds,-21.1211,-56.4819,Marruá Hotel
643,Dabat,ET,60.33,broken clouds,12.9842,37.765,Haymanot hotel
645,Alofi,NU,84.09,overcast clouds,-19.0595,-169.9187,Taloa Heights
646,Soyo,AO,81.05,overcast clouds,-6.1349,12.3689,Hotel Mpampa
650,Winder,US,79.81,clear sky,33.9926,-83.7202,Jameson Inn Winder
651,Grafton,US,62.11,clear sky,42.207,-71.6856,The Grafton Inn
653,Grand Gaube,MU,79.38,overcast clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
654,San-Pedro,CI,79.47,overcast clouds,4.7485,-6.6363,Hotel Maria
655,Goulburn,AU,65.16,light rain,-34.75,149.7167,Alpine Heritage Motel
656,Abu Dhabi,AE,71.96,broken clouds,24.4667,54.3667,Beach Rotana
657,Hualmay,PE,73.49,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
658,Carutapera,BR,74.55,moderate rain,-1.195,-46.02,Lidera
660,Sao Joao Da Barra,BR,77.52,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
661,Kutum,SD,73.6,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
663,Khirkiya,IN,71.87,clear sky,22.1674,76.8605,Sanjay Industries
665,Porto Novo,BJ,81.19,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
666,Inverell,AU,70.52,light rain,-29.7833,151.1167,Sapphire City Motor Inn
668,Bathsheba,BB,79.41,few clouds,13.2167,-59.5167,Atlantis Hotel
670,Santa Vitoria Do Palmar,BR,70.9,overcast clouds,-33.5189,-53.3681,Hostel Comodoro
671,Amahai,ID,78.42,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
673,Tupa,BR,82.0,broken clouds,-21.9347,-50.5136,Grande Hotel Tamoios
675,Sechura,PE,76.84,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
677,Senanga,ZM,67.01,overcast clouds,-16.1167,23.2667,Zango lodge
678,Lorengau,PG,81.91,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
679,Kinston,US,80.74,broken clouds,35.2627,-77.5816,Hampton Inn Kinston
681,Marawi,PH,65.64,overcast clouds,7.9986,124.2928,Derogongan Residence
