City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Henties Bay,NA,-22.116,14.2845,60.85,82,11,4.5,few clouds
347,Sabratah,LY,32.7933,12.4885,56.05,65,100,12.44,overcast clouds
348,Kirakira,SB,-10.4544,161.9205,84.63,65,51,3.47,broken clouds
349,Walvis Bay,NA,-22.9575,14.5053,61.09,94,2,3.44,clear sky
350,Mgandu,TZ,-5.95,34.1333,61.3,95,34,3.78,scattered clouds
351,Bakaly,RU,55.1789,53.8028,0.37,100,99,4.38,overcast clouds
352,Cape Canaveral,US,28.4058,-80.6048,81.03,68,0,12.66,clear sky
353,Acapulco,MX,16.8634,-99.8901,84.02,70,0,8.05,clear sky
354,Vilyuysk,RU,63.7553,121.6247,4.01,97,100,3.83,overcast clouds
355,Yamada,JP,39.4667,141.95,35.29,60,20,9.86,few clouds
356,Ambilobe,MG,-13.2,49.05,71.83,93,100,1.77,overcast clouds
357,Isangel,VU,-19.55,169.2667,82.9,68,5,0.83,clear sky
358,Lompoc,US,34.6391,-120.4579,66.78,65,0,28.01,clear sky
359,Saint-Joseph,RE,-21.3667,55.6167,77.38,84,100,15.77,light rain
360,Rio Gallegos,AR,-51.6226,-69.2181,55.45,35,75,5.75,broken clouds
361,Geraldton,AU,-28.7667,114.6,72.01,40,62,11.5,broken clouds
362,Alexandria,EG,31.2156,29.9553,58.96,88,40,9.22,scattered clouds
363,Hirara,JP,24.8,125.2833,66.06,94,75,11.5,broken clouds
364,Purgstall,AT,48.0584,15.1348,32.54,66,69,1.07,broken clouds
365,Touros,BR,-5.1989,-35.4608,77.9,78,95,14.83,overcast clouds
366,Daniel Flores,CR,9.3355,-83.6694,76.96,75,78,2.33,broken clouds
367,Bitkine,TD,11.9801,18.2138,86.4,13,95,3.31,overcast clouds
368,Tecoanapa,MX,16.5167,-98.75,85.75,49,0,11.81,clear sky
369,Mampong,GH,7.0627,-1.4001,77.67,73,47,6.85,scattered clouds
370,Norden,DE,53.6,7.2,36.97,85,5,4.68,clear sky
371,Dingle,PH,10.9995,122.6711,73.42,89,100,6.26,moderate rain
372,Salinas,US,36.6777,-121.6555,66.99,65,0,13.8,clear sky
373,Laguna,US,38.421,-121.4238,66.29,33,0,9.22,clear sky
374,Mubi,NG,10.2676,13.2644,85.32,16,75,2.15,broken clouds
375,Itarema,BR,-2.9248,-39.9167,77.86,85,76,8.97,moderate rain
376,Umm Kaddadah,SD,13.6017,26.6876,77.45,10,10,12.53,clear sky
377,Paita,PE,-5.0892,-81.1144,81.16,70,99,10.67,overcast clouds
378,Vinh,VN,18.6667,105.6667,72.1,98,100,6.93,overcast clouds
379,Ingham,US,42.6,-84.3833,41.76,78,100,16.11,overcast clouds
380,Zhovtneve,UA,50.6637,24.2492,27.77,68,9,5.03,clear sky
381,Port Macquarie,AU,-31.4333,152.9167,71.56,91,99,6.26,overcast clouds
382,Pingxiang,CN,27.6167,113.85,49.77,91,100,4.61,overcast clouds
383,Moerai,PF,-22.4333,-151.3333,80.65,76,89,14.72,light rain
384,Ghanzi,BW,-21.5667,21.7833,67.62,76,70,5.41,light rain
385,Collie,AU,-33.3667,116.15,59.97,94,6,9.64,clear sky
386,Dromolaxia,CY,34.8761,33.586,57.07,84,20,11.5,few clouds
387,Palana,RU,59.1167,159.9667,5.72,92,100,5.77,overcast clouds
388,Cidreira,BR,-30.1811,-50.2056,75.18,93,100,4.65,heavy intensity rain
389,Tezu,IN,27.9167,96.1667,63.97,28,0,4.76,clear sky
390,Salinopolis,BR,-0.6136,-47.3561,76.42,88,100,5.93,light rain
391,Solnechnyy,RU,50.7214,136.6319,10.78,95,92,2.51,overcast clouds
392,Oriximina,BR,-1.7656,-55.8661,77.7,86,100,1.72,overcast clouds
393,Lamar,US,33.6668,-95.5836,78.71,57,100,18.41,overcast clouds
394,Eganville,CA,45.5334,-77.0994,42.51,86,89,16.51,overcast clouds
395,Deputatskiy,RU,69.3,139.9,-29.7,100,93,1.12,overcast clouds
396,Kuala Terengganu,MY,5.3302,103.1408,76.95,100,40,3.44,scattered clouds
397,La Asuncion,VE,11.0333,-63.8628,77.94,77,10,16.33,clear sky
398,Bluefields,NI,12.0137,-83.7635,82.47,78,40,4.61,scattered clouds
399,Minot,US,48.2325,-101.2963,23.99,58,0,18.41,clear sky
400,Belyy Yar,RU,53.6039,91.3903,31.89,80,0,0.0,clear sky
401,East London,ZA,-33.0153,27.9116,75.52,77,100,12.35,overcast clouds
402,Naberera,TZ,-4.2,36.9333,63.18,85,25,5.5,scattered clouds
403,Yerbogachen,RU,61.2767,108.0108,-26.21,100,100,1.23,overcast clouds
404,Pakaur,IN,24.6333,87.85,69.31,30,0,5.32,clear sky
405,Batemans Bay,AU,-35.7167,150.1833,69.98,97,100,14.29,overcast clouds
406,Noumea,NC,-22.2763,166.4572,84.18,99,64,7.78,broken clouds
407,Tanout,NE,14.9709,8.8879,84.54,9,27,6.78,scattered clouds
408,Rosario Do Sul,BR,-30.2583,-54.9142,74.05,93,100,7.49,moderate rain
409,Okhotsk,RU,59.3833,143.3,-7.94,93,25,6.93,scattered clouds
410,Atar,MR,20.5169,-13.0499,67.96,16,0,9.31,clear sky
411,Rajmahal,IN,25.05,87.8333,68.41,33,0,5.61,clear sky
412,Saurimo,AO,-9.6608,20.3916,65.91,96,100,4.03,overcast clouds
413,Soverato,IT,38.685,16.5499,45.16,76,100,4.59,overcast clouds
414,Yala,TH,6.3333,101.25,78.6,98,99,2.21,overcast clouds
415,Mana,GF,5.6592,-53.7767,75.6,89,99,12.44,overcast clouds
416,Nome,US,64.5011,-165.4064,19.47,86,100,11.5,overcast clouds
417,Chabahar,IR,25.2919,60.643,73.36,83,80,6.22,broken clouds
418,Arroyos Y Esteros,PY,-25.0667,-57.1,87.55,42,74,2.64,broken clouds
419,Salekhard,RU,66.53,66.6019,-28.48,100,89,5.44,overcast clouds
420,Gold Coast,AU,-28.0,153.4333,75.99,92,39,2.68,scattered clouds
421,Brighton,GB,50.8284,-0.1395,43.02,74,7,5.99,clear sky
422,Eskil,TR,38.4017,33.4131,36.82,85,5,7.99,clear sky
423,Baraut,IN,29.1,77.2667,66.15,43,100,5.21,overcast clouds
424,Shelburne,CA,44.0787,-80.2041,39.09,95,95,27.89,overcast clouds
425,Kolosovka,RU,56.4678,73.611,31.24,96,100,12.41,overcast clouds
426,Galle,LK,6.0367,80.217,76.6,82,94,2.44,overcast clouds
427,Trinidad,BO,-14.8333,-64.9,80.58,89,100,6.91,moderate rain
428,Mosquera,CO,4.7059,-74.2302,57.29,77,75,11.5,broken clouds
429,Nago,JP,26.5881,127.9761,62.67,75,100,7.81,overcast clouds
430,Villa Rica,US,33.7321,-84.9191,79.05,60,89,6.4,overcast clouds
431,Saint Anthony,US,45.0205,-93.218,32.02,82,100,12.66,overcast clouds
432,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,91.35,48,100,2.19,overcast clouds
433,Harrismith,ZA,-28.2728,29.1295,57.43,92,82,1.43,light rain
434,Gemena,CD,3.25,19.7667,74.59,81,96,3.49,overcast clouds
435,Manta,EC,-0.95,-80.7333,80.38,83,40,2.3,scattered clouds
436,Vestmannaeyjar,IS,63.4427,-20.2734,39.02,58,95,21.25,overcast clouds
437,Galich,RU,58.3797,42.3475,19.0,98,100,0.47,overcast clouds
438,Taybad,IR,34.74,60.7756,53.62,36,72,4.25,broken clouds
439,Peruibe,BR,-24.32,-46.9983,77.94,90,20,5.14,few clouds
440,Codrington,AU,-38.2667,141.9667,63.79,67,7,9.22,clear sky
441,Seguin,US,29.5688,-97.9647,83.46,64,100,18.41,overcast clouds
442,Itoman,JP,26.1247,127.6694,62.62,70,75,10.36,broken clouds
443,Menongue,AO,-14.6585,17.691,64.81,96,100,3.36,light rain
444,Stykkisholmur,IS,65.0757,-22.7297,33.4,67,94,23.98,overcast clouds
445,Baruun-Urt,MN,46.6806,113.2792,13.73,73,8,9.35,clear sky
446,Birao,CF,10.2849,22.7882,79.12,14,71,5.53,broken clouds
447,The Pas,CA,53.8251,-101.2541,26.62,63,40,14.97,scattered clouds
448,Khetri,IN,27.9833,75.8,65.1,39,100,4.79,overcast clouds
449,Vodyane,UA,47.4875,34.4924,30.4,77,8,3.96,clear sky
450,Canutama,BR,-6.5339,-64.3831,73.71,99,100,0.81,overcast clouds
451,Roebourne,AU,-20.7833,117.1333,84.52,57,4,6.06,clear sky
452,Flin Flon,CA,54.7682,-101.865,26.44,54,75,10.36,broken clouds
453,Namibe,AO,-15.1961,12.1522,71.33,70,90,7.45,overcast clouds
454,Gorontalo,ID,0.5412,123.0595,77.67,92,95,3.11,overcast clouds
455,Lethem,GY,3.3803,-59.7968,80.94,69,47,8.93,scattered clouds
456,Virginia Beach,US,36.8529,-75.978,80.64,53,100,14.74,overcast clouds
457,Nouadhibou,MR,20.931,-17.0347,64.38,72,0,20.71,clear sky
458,Comendador,DO,18.8775,-71.7028,72.32,79,81,5.53,broken clouds
459,Barra Dos Coqueiros,BR,-10.9089,-37.0386,82.42,74,20,8.05,few clouds
460,Sicuani,PE,-14.2694,-71.2261,49.32,84,100,7.65,overcast clouds
461,Bella Vista,US,36.4295,-94.2316,62.47,84,100,12.66,moderate rain
462,Mangan,IN,27.5167,88.5333,58.35,32,0,10.0,clear sky
463,San Jeronimo,PE,-11.9472,-75.2829,55.6,78,99,5.26,overcast clouds
464,Bucerias,MX,20.75,-105.3333,80.58,50,0,14.97,clear sky
465,Dangriga,BZ,16.9692,-88.2321,82.36,78,31,7.83,scattered clouds
466,Borger,NL,52.9233,6.7931,36.9,84,6,4.32,clear sky
467,Port Hedland,AU,-20.3167,118.5667,77.05,94,9,4.61,clear sky
468,Poronaysk,RU,49.2167,143.1167,14.56,79,16,8.52,few clouds
469,Tyshkivka,UA,48.4967,30.9423,28.15,77,54,3.24,broken clouds
470,Ouesso,CG,1.6136,16.0517,76.35,72,92,3.83,overcast clouds
471,Valparaiso,CL,-33.0393,-71.6273,71.83,42,0,13.8,clear sky
472,Machali,CL,-34.1833,-70.6667,70.88,37,40,8.05,scattered clouds
473,Petrozavodsk,RU,61.7849,34.3469,22.46,74,99,8.95,overcast clouds
474,Kroya,ID,-7.6331,109.2461,76.6,91,98,5.93,overcast clouds
475,Wundanyi,KE,-3.4019,38.364,62.87,85,26,1.59,scattered clouds
476,Barsana,IN,27.65,77.3833,63.95,46,100,4.7,overcast clouds
477,Roma,US,43.2128,-75.4557,71.46,42,75,9.22,broken clouds
478,Terney,RU,45.0503,136.6092,21.52,80,49,10.07,scattered clouds
479,Nanortalik,GL,60.1432,-45.2371,22.59,91,100,10.25,light snow
480,Vestmanna,FO,62.1564,-7.1664,43.72,93,100,23.02,overcast clouds
481,Baykit,RU,61.67,96.37,-6.34,99,100,3.89,overcast clouds
482,Half Moon Bay,US,37.4636,-122.4286,67.5,60,20,14.97,few clouds
483,San Cristobal,VE,7.7669,-72.225,68.18,89,99,3.58,overcast clouds
484,Pescara,IT,42.3333,13.95,40.14,92,92,2.68,overcast clouds
485,Boksitogorsk,RU,59.474,33.8485,27.61,98,100,5.53,overcast clouds
486,Nanma,CN,36.1817,118.1583,37.99,55,42,6.71,scattered clouds
487,Diamantino,BR,-14.4086,-56.4461,73.69,91,57,3.91,light rain
488,Parauna,BR,-16.9478,-50.4486,75.22,70,66,2.59,broken clouds
489,Saintes,FR,45.6667,-0.75,43.57,70,1,9.28,clear sky
490,Sholapur,IN,17.6833,75.9167,77.45,44,18,12.64,few clouds
491,Dicabisagan,PH,17.0818,122.4157,73.45,82,85,2.62,overcast clouds
492,Anadyr,RU,64.75,177.4833,18.1,92,100,42.5,overcast clouds
493,Tarata,BO,-17.6167,-66.0167,76.42,60,36,7.4,scattered clouds
494,Luderitz,NA,-26.6481,15.1594,68.2,85,8,10.27,clear sky
495,Heihe,CN,50.2441,127.4902,14.58,93,99,3.85,overcast clouds
496,Kamogawa,JP,35.1,140.1,42.85,42,27,11.65,scattered clouds
497,Kaeo,NZ,-35.1,173.7833,74.32,73,99,11.77,overcast clouds
498,Aktau,KZ,43.65,51.2,34.38,53,100,23.17,overcast clouds
499,Svetlaya,RU,46.5389,138.3297,22.23,75,89,7.05,overcast clouds
500,Qaqortoq,GL,60.7167,-46.0333,19.9,96,100,2.44,overcast clouds
501,Tecate,MX,32.5667,-116.6333,59.05,59,8,8.81,clear sky
502,Colac,AU,-38.3333,143.5833,61.63,81,87,9.53,overcast clouds
503,Gimli,CA,50.6336,-96.9907,27.12,39,85,9.22,overcast clouds
504,Ailigandi,PA,9.2333,-78.0167,78.85,87,52,10.25,broken clouds
505,Asfi,MA,32.2994,-9.2372,56.07,70,3,8.23,clear sky
506,Vila Velha,BR,-20.3297,-40.2925,80.55,74,40,6.91,scattered clouds
507,Tingambato,MX,19.5,-101.8667,76.35,27,2,8.16,clear sky
508,Klaksvik,FO,62.2266,-6.589,45.52,93,100,27.02,overcast clouds
509,Athabasca,CA,54.7169,-113.2854,30.61,85,15,9.24,few clouds
510,Vostok,RU,46.4856,135.8833,12.83,94,96,3.11,overcast clouds
511,Hovd,MN,48.0056,91.6419,13.82,55,100,6.8,overcast clouds
512,Dawei,MM,14.0833,98.2,73.11,89,94,2.55,overcast clouds
513,Padang,ID,-0.9492,100.3543,75.25,83,100,4.09,overcast clouds
514,Nola,IT,40.922,14.5329,46.92,81,53,4.14,broken clouds
515,Lakhisarai,IN,25.1768,86.0932,63.09,45,0,3.02,clear sky
516,Dumai,ID,1.6833,101.45,74.64,93,100,1.48,overcast clouds
517,Asosa,ET,10.0667,34.5333,74.35,25,59,3.27,broken clouds
518,Hay River,CA,60.8156,-115.7999,33.78,55,75,12.66,broken clouds
519,Hofn,IS,64.2539,-15.2082,33.35,52,60,4.79,broken clouds
520,Saint-Marc,HT,19.1082,-72.6938,81.75,62,71,8.3,broken clouds
521,San Jose,US,37.3394,-121.895,67.44,35,20,13.8,few clouds
522,Cornwall,CA,45.0181,-74.7281,58.24,41,75,20.71,broken clouds
523,Ilulissat,GL,69.2167,-51.1,19.42,86,75,17.27,light snow
524,Ewo,CG,-0.8725,14.8206,75.96,82,58,2.46,moderate rain
525,Wageningen,NL,51.9667,5.6667,37.85,84,7,5.46,clear sky
526,Ahipara,NZ,-35.1667,173.1667,75.25,58,97,7.16,overcast clouds
527,Dergachi,RU,51.2328,48.7659,-1.26,98,18,5.84,few clouds
528,Tsabong,BW,-26.0217,22.401,66.34,82,99,6.64,overcast clouds
529,Portel,BR,-1.9356,-50.8211,71.98,97,100,5.03,overcast clouds
530,Severnoye,RU,56.3491,78.3619,32.18,96,100,12.19,overcast clouds
531,Paveh,IR,35.0434,46.3565,37.6,97,100,10.11,overcast clouds
532,Katobu,ID,-4.9408,122.5276,75.94,93,100,5.28,overcast clouds
533,Kitimat,CA,54.0524,-128.6534,48.58,66,64,1.99,broken clouds
534,Naze,JP,28.3667,129.4833,54.52,70,100,10.6,overcast clouds
535,Lilongwe,MW,-13.9669,33.7873,64.65,96,57,2.28,broken clouds
536,Doka,SD,13.5167,35.7667,85.21,26,22,8.81,few clouds
537,Halifax,CA,44.6453,-63.5724,41.0,96,100,9.22,overcast clouds
538,Orange Cove,US,36.6244,-119.3137,60.12,47,45,2.28,scattered clouds
539,Puertollano,ES,38.6871,-4.1073,44.19,91,90,4.16,overcast clouds
540,Tromso,NO,69.6496,18.957,32.02,86,40,14.97,scattered clouds
541,Shakhtinsk,KZ,49.71,72.5872,32.56,85,100,24.36,overcast clouds
542,Valdivia,CL,-39.8142,-73.2459,62.69,97,98,7.63,overcast clouds
543,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,5.75,clear sky
544,Vryburg,ZA,-26.9566,24.7284,59.14,89,85,5.48,overcast clouds
545,Coahuayana,MX,18.7333,-103.6833,92.68,46,0,6.51,clear sky
546,Panjab,AF,34.388,67.0233,23.13,97,100,0.98,light snow
547,Bara,NG,10.3744,10.7288,82.9,12,70,3.83,broken clouds
548,Sembakung,ID,3.8167,117.25,75.13,98,100,1.74,light rain
549,Yelizovo,RU,53.1873,158.3805,21.34,73,75,4.47,light shower snow
550,Gemona,IT,46.2794,13.1431,39.33,59,94,3.29,overcast clouds
551,Mende,FR,44.6667,3.5,22.53,74,0,3.09,clear sky
552,Kimbe,PG,-5.5502,150.1429,82.96,77,99,2.44,overcast clouds
553,Rock Sound,BS,24.9,-76.2,75.0,79,0,25.75,clear sky
554,Marolambo,MG,-20.05,48.1167,68.45,98,71,3.02,broken clouds
555,Mahajanga,MG,-15.7167,46.3167,75.22,81,40,3.44,scattered clouds
556,Rosa Zarate,EC,0.3333,-79.4667,75.04,93,91,3.8,moderate rain
557,Dawson Creek,CA,55.7666,-120.2362,44.24,45,0,16.11,clear sky
558,Kungurtug,RU,50.5994,97.5228,15.28,92,100,2.28,overcast clouds
559,Falavarjan,IR,32.5553,51.5097,47.88,33,100,7.11,overcast clouds
560,Brae,GB,60.3964,-1.353,42.71,76,100,16.02,overcast clouds
561,Hervey Bay,AU,-25.2986,152.8535,77.04,81,98,4.74,overcast clouds
562,Mudigere,IN,13.1333,75.6333,62.82,67,57,3.83,broken clouds
563,Moron,AR,-34.6534,-58.6198,78.03,89,33,9.35,scattered clouds
564,Luanda,AO,-8.8368,13.2343,79.7,79,100,8.52,overcast clouds
565,Padong,PH,18.0522,120.7567,81.52,68,74,2.13,broken clouds
566,Bandarbeyla,SO,9.4942,50.8122,75.36,69,37,11.07,scattered clouds
567,Tartagal,AR,-22.5164,-63.8013,84.0,49,100,4.81,overcast clouds
568,Manokwari,ID,-0.8667,134.0833,79.57,80,99,2.48,overcast clouds
569,Buala,SB,-8.145,159.5921,85.87,66,45,0.49,scattered clouds
570,Alice Springs,AU,-23.7,133.8833,72.95,46,17,2.3,few clouds
571,Nouna,BF,12.7333,-3.8667,86.58,11,37,7.07,scattered clouds
572,Kirundo,BI,-2.5833,30.1667,72.37,93,77,3.38,broken clouds
573,Kushmurun,KZ,52.4503,64.6311,8.6,92,100,7.92,overcast clouds
574,Huarmey,PE,-10.0681,-78.1522,74.03,78,61,6.73,broken clouds
575,Mandalgovi,MN,45.7625,106.2708,24.66,42,38,11.03,scattered clouds
576,Onega,RU,63.9061,38.1404,9.52,92,98,7.02,overcast clouds
577,Erzin,TR,36.9559,36.2,50.52,86,87,5.97,overcast clouds
578,Shahreza,IR,32.0339,51.8794,47.19,41,100,3.56,overcast clouds
579,Lere,NG,10.387,8.5726,80.15,28,97,2.84,overcast clouds
580,Vrangel,RU,42.7297,133.0839,26.42,64,0,9.08,clear sky
581,Batticaloa,LK,7.7102,81.6924,76.69,85,56,2.93,broken clouds
582,Golpayegan,IR,33.4537,50.2884,44.42,58,100,5.64,overcast clouds
583,Tual,ID,-5.6667,132.75,82.56,79,100,14.14,overcast clouds
584,Coquimbo,CL,-29.9533,-71.3436,65.93,63,0,13.8,clear sky
585,Bowen,AU,-20.0167,148.2333,86.22,83,69,14.16,broken clouds
586,Norfolk,US,42.1668,-71.2495,63.28,82,0,14.97,clear sky
587,Bograd,RU,54.2344,90.8328,29.95,92,100,6.35,overcast clouds
588,Antalaha,MG,-14.9003,50.2788,74.86,89,99,7.18,overcast clouds
589,Ulaanbaatar,MN,47.9077,106.8832,3.33,78,0,2.24,clear sky
590,Hambantota,LK,6.1241,81.1185,76.5,86,84,5.1,broken clouds
591,Luoyang,CN,34.6836,112.4536,44.06,81,19,4.45,few clouds
592,Kjollefjord,NO,70.9457,27.3465,19.18,80,23,12.77,few clouds
593,Havre-Saint-Pierre,CA,50.2334,-63.5986,21.2,86,100,18.41,overcast clouds
594,Madimba,TZ,-10.4,40.3333,77.56,87,50,3.58,scattered clouds
595,Chernyshevskiy,RU,63.0128,112.4714,-28.52,100,99,2.35,overcast clouds
596,Barcelos,PT,41.5388,-8.6151,48.85,77,23,5.66,few clouds
597,Whitehorse,CA,60.7161,-135.0538,33.1,60,100,11.5,overcast clouds
598,Haines Junction,CA,60.7522,-137.5108,33.75,44,100,14.97,overcast clouds
599,Manaure,CO,11.7751,-72.4445,82.51,57,15,24.02,few clouds
600,Pinhao,BR,-25.6956,-51.6597,65.8,90,38,2.26,light rain
601,Novopokrovka,UA,49.8425,36.5477,24.76,91,36,5.08,scattered clouds
602,Tessalit,ML,20.1986,1.0114,71.08,8,55,8.3,broken clouds
603,Pisco,PE,-13.7,-76.2167,73.45,83,75,8.05,broken clouds
604,Inhambane,MZ,-23.865,35.3833,73.89,79,27,6.64,scattered clouds
605,Kuna,US,43.4918,-116.4201,46.24,40,75,17.27,broken clouds
606,Tandalti,SD,13.0167,31.8667,80.33,16,57,11.72,broken clouds
607,Poso,ID,-1.3959,120.7524,77.31,84,90,1.52,overcast clouds
608,Arroyo,ES,41.6096,-4.7969,40.14,78,0,12.66,clear sky
609,Sao Filipe,CV,14.8961,-24.4956,71.29,69,80,14.83,broken clouds
610,Kuah,MY,6.3265,99.8432,78.78,89,20,1.14,few clouds
611,Aguie,NE,13.506,7.7786,85.98,8,82,5.61,broken clouds
612,Saint-Augustin,CA,51.226,-58.6502,7.23,94,100,3.91,overcast clouds
613,Jacqueville,CI,5.2052,-4.4146,78.71,87,9,8.05,clear sky
614,Keti Bandar,PK,24.1447,67.4497,72.54,74,0,10.49,clear sky
615,Sargans,CH,47.049,9.441,32.04,90,48,5.82,scattered clouds
616,Makakilo City,US,21.3469,-158.0858,80.92,51,0,11.5,clear sky
617,Knin,HR,44.0439,16.2,40.19,76,56,6.71,broken clouds
618,Shiyan,CN,32.6475,110.7781,41.94,90,3,7.02,clear sky
619,Gwembe,ZM,-16.4975,27.6069,62.26,86,5,4.12,clear sky
620,Santo Tomas,PH,14.1079,121.1414,76.57,81,100,4.0,overcast clouds
621,Kadoma,JP,34.7333,135.5833,40.98,65,75,1.14,broken clouds
622,Necochea,AR,-38.5473,-58.7368,67.03,77,72,16.46,broken clouds
623,Bang Mun Nak,TH,16.0278,100.3792,79.99,71,43,4.34,scattered clouds
624,Whithorn,JM,18.2604,-78.0378,78.06,84,68,1.21,broken clouds
625,Grand Bend,CA,43.3168,-81.7498,42.22,86,51,11.01,broken clouds
626,Quirinopolis,BR,-18.4483,-50.4517,73.2,72,3,5.48,clear sky
627,Griffith,US,41.5284,-87.4237,44.8,69,0,13.8,clear sky
628,Muhos,FI,64.808,25.9931,19.18,96,27,4.32,scattered clouds
629,Santa Ana,US,33.7456,-117.8678,67.71,49,20,11.5,few clouds
630,Copperas Cove,US,31.1241,-97.9031,80.56,59,100,20.71,overcast clouds
631,Tomatlan,MX,19.9333,-105.25,84.72,33,0,7.78,clear sky
632,Tocopilla,CL,-22.092,-70.1979,70.7,79,67,6.98,broken clouds
633,Neftcala,AZ,39.3742,49.2472,42.71,65,94,23.29,overcast clouds
634,Pierre,US,44.3683,-100.351,30.06,67,75,18.01,broken clouds
635,Port Lincoln,AU,-34.7333,135.8667,63.72,70,95,15.28,overcast clouds
636,Swift Current,CA,50.2834,-107.8014,18.41,86,0,16.11,clear sky
637,Oboyan,RU,51.2098,36.2792,21.34,93,29,5.88,scattered clouds
638,Solano,US,38.2333,-121.9511,68.11,34,0,8.05,clear sky
639,Houston,US,29.7633,-95.3633,81.0,79,100,19.57,haze
640,Bethanien,NA,-26.502,17.1583,72.25,56,91,10.18,overcast clouds
641,Bonito,BR,-21.1211,-56.4819,83.44,50,60,6.04,broken clouds
642,Khorinsk,RU,52.1657,109.7726,4.01,99,99,1.72,overcast clouds
643,Dabat,ET,12.9842,37.765,60.33,41,63,3.74,broken clouds
644,Churapcha,RU,62.0025,132.4325,-19.53,100,100,3.4,overcast clouds
645,Alofi,NU,-19.0595,-169.9187,84.09,79,100,8.05,overcast clouds
646,Soyo,AO,-6.1349,12.3689,81.05,84,96,9.44,overcast clouds
647,Alihe,CN,50.5667,123.7167,2.1,97,70,2.89,broken clouds
648,Marzuq,YE,14.4,46.4667,62.13,43,93,3.78,overcast clouds
649,Gao,ML,16.6362,1.637,79.92,7,70,8.63,broken clouds
650,Winder,US,33.9926,-83.7202,79.81,51,0,3.44,clear sky
651,Grafton,US,42.207,-71.6856,62.11,75,0,17.27,clear sky
652,Noshiro,JP,40.2039,140.0242,34.74,77,86,16.55,light snow
653,Grand Gaube,MU,-20.0064,57.6608,79.38,85,100,10.0,overcast clouds
654,San-Pedro,CI,4.7485,-6.6363,79.47,90,86,5.55,overcast clouds
655,Goulburn,AU,-34.75,149.7167,65.16,96,100,13.18,light rain
656,Abu Dhabi,AE,24.4667,54.3667,71.96,87,69,1.14,broken clouds
657,Hualmay,PE,-11.0964,-77.6139,73.49,78,66,5.97,broken clouds
658,Carutapera,BR,-1.195,-46.02,74.55,95,100,9.01,moderate rain
659,Fort Nelson,CA,58.8053,-122.7002,42.39,52,75,2.3,broken clouds
660,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.52,85,1,11.61,clear sky
661,Kutum,SD,14.2,24.6667,73.6,11,17,7.54,few clouds
662,Bardejov,SK,49.2918,21.2727,31.55,75,24,1.99,few clouds
663,Khirkiya,IN,22.1674,76.8605,71.87,23,6,5.75,clear sky
664,Gayeri,BF,12.6497,0.4931,84.69,12,77,9.42,broken clouds
665,Porto Novo,BJ,6.4965,2.6036,81.19,78,92,5.7,overcast clouds
666,Inverell,AU,-29.7833,151.1167,70.52,51,2,3.0,light rain
667,Oktyabrskoye,RU,43.0645,44.7417,26.74,93,38,2.24,scattered clouds
668,Bathsheba,BB,13.2167,-59.5167,79.41,69,20,23.02,few clouds
669,Formosa,AR,-26.1775,-58.1781,94.98,41,0,6.91,clear sky
670,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,70.9,89,100,7.31,overcast clouds
671,Amahai,ID,-3.3333,128.9167,78.42,85,99,3.87,overcast clouds
672,Gejiu,CN,23.306,103.1635,46.51,84,53,5.35,broken clouds
673,Tupa,BR,-21.9347,-50.5136,82.0,71,64,3.8,broken clouds
674,Sikasso,ML,10.9167,-7.0,83.71,15,49,4.14,scattered clouds
675,Sechura,PE,-5.5569,-80.8222,76.84,68,96,14.03,overcast clouds
676,Pula,HR,44.8683,13.8481,42.69,56,40,10.36,scattered clouds
677,Senanga,ZM,-16.1167,23.2667,67.01,93,92,4.79,overcast clouds
678,Lorengau,PG,-2.0226,147.2712,81.91,77,99,7.76,overcast clouds
679,Kinston,US,35.2627,-77.5816,80.74,47,75,16.11,broken clouds
680,Dalen,NL,52.6992,6.7556,36.93,90,6,5.32,clear sky
681,Marawi,PH,7.9986,124.2928,65.64,98,100,3.13,overcast clouds
682,Grindavik,IS,63.8424,-22.4338,36.07,60,40,25.32,scattered clouds
683,Outjo,NA,-20.1167,16.15,64.96,42,51,6.96,broken clouds
684,Wajima,JP,37.4,136.9,39.07,60,100,8.68,overcast clouds
685,Bilibino,RU,68.0546,166.4372,-5.39,88,52,3.58,broken clouds
